ChemicalName,ChemicalID,DiseaseName,DiseaseID
Polymyxin B,D011112,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Polymyxin B,D011112,Edema,MESH:D004487
Polymyxin B,D011112,Glomerulonephritis,MESH:D005921
Polymyxin B,D011112,Hemorrhage,MESH:D006470
Polymyxin B,D011112,Inflammation,MESH:D007249
polyoxyethylene-superoxide dismutase,C077064,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Polyphenols,D059808,Brain Diseases,MESH:D001927
Polyphenols,D059808,"Carcinoma, Squamous Cell",MESH:D002294
Polyphenols,D059808,Chemical and Drug Induced Liver Injury,MESH:D056486
Polyphenols,D059808,Chromosome Breakage,MESH:D019457
Polyphenols,D059808,Colonic Neoplasms,MESH:D003110
Polyphenols,D059808,"Fatty Liver, Alcoholic",MESH:D005235
Polyphenols,D059808,Hypercholesterolemia,MESH:D006937
Polyphenols,D059808,Hyperlipidemias,MESH:D006949
Polyphenols,D059808,Hypertriglyceridemia,MESH:D015228
Polyphenols,D059808,Inflammation,MESH:D007249
Polyphenols,D059808,Kidney Diseases,MESH:D007674
Polyphenols,D059808,Leukemia,MESH:D007938
Polyphenols,D059808,Liver Cirrhosis,MESH:D008103
Polyphenols,D059808,Liver Diseases,MESH:D008107
Polyphenols,D059808,"Liver Neoplasms, Experimental",MESH:D008114
Polyphenols,D059808,Mouth Neoplasms,MESH:D009062
Polyphenols,D059808,Osteoporosis,MESH:D010024
Polyphenols,D059808,Precancerous Conditions,MESH:D011230
Polyphenols,D059808,Temporomandibular Joint Disorders,MESH:D013705
Polyphenols,D059808,Weight Gain,MESH:D015430
polyphenon E,C472086,Adenocarcinoma,MESH:D000230
polyphenon E,C472086,Adenoma,MESH:D000236
polyphenon E,C472086,Lung Neoplasms,MESH:D008175
polysaccharide-K,C010770,Atherosclerosis,MESH:D050197
polysaccharide-K,C010770,Neoplasms,MESH:D009369
Polysaccharides,D011134,Acute Lung Injury,MESH:D055371
Polysaccharides,D011134,Chemical and Drug Induced Liver Injury,MESH:D056486
Polysaccharides,D011134,Colonic Neoplasms,MESH:D003110
Polysaccharides,D011134,Congenital Abnormalities,MESH:D000013
Polysaccharides,D011134,Diabetic Nephropathies,MESH:D003928
Polysaccharides,D011134,Dysbiosis,MESH:D064806
Polysaccharides,D011134,Dyslipidemias,MESH:D050171
Polysaccharides,D011134,Extravasation of Diagnostic and Therapeutic Materials,MESH:D005119
Polysaccharides,D011134,Glucose Intolerance,MESH:D018149
Polysaccharides,D011134,Heart Diseases,MESH:D006331
Polysaccharides,D011134,Hyperglycemia,MESH:D006943
Polysaccharides,D011134,Hyperuricemia,MESH:D033461
Polysaccharides,D011134,Insulin Resistance,MESH:D007333
Polysaccharides,D011134,Kidney Diseases,MESH:D007674
Polysaccharides,D011134,Neoplasm Invasiveness,MESH:D009361
Polysaccharides,D011134,Neoplasms,MESH:D009369
Polysaccharides,D011134,Nephrotic Syndrome,MESH:D009404
Polysaccharides,D011134,Oligospermia,MESH:D009845
Polysaccharides,D011134,"Pancreatitis, Chronic",MESH:D050500
Polysaccharides,D011134,Sarcoma,MESH:D012509
Polysaccharides,D011134,Weight Loss,MESH:D015431
"Polysaccharides, Bacterial",D011135,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
"Polysaccharides, Bacterial",D011135,Hyperalgesia,MESH:D006930
"Polysaccharides, Bacterial",D011135,"Neuropathy, Painful",MESH:C564945
Poly(sebacic acid-co-ricinoleic acid),C493322,Pain,MESH:D010146
Polythiazide,D011139,Hypertension,MESH:D006973
Polythiazide,D011139,Obesity,MESH:D009765
Polyvinyl Alcohol,D011142,Wounds and Injuries,MESH:D014947
pomalidomide,C467566,Multiple Myeloma,MESH:D009101
POMP protocol,C045495,Leukemia,MESH:D007938
ponalrestat,C042829,Cachexia,MESH:D002100
ponatinib,C545373,"Carcinoma, Ehrlich Tumor",MESH:D002286
ponatinib,C545373,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464
ponatinib,C545373,"Leukemia, Myeloid",MESH:D007951
ponatinib,C545373,"Leukemia, Myeloid, Acute",MESH:D015470
ponatinib,C545373,Myeloproliferative Disorders,MESH:D009196
ponatinib,C545373,"Neoplasms, Experimental",MESH:D009374
poncirin,C119641,Gastritis,MESH:D005756
poncirin,C119641,Seizures,MESH:D012640
pontamine sky blue,C009000,Edema,MESH:D004487
pontamine sky blue,C009000,Pain,MESH:D010146
Porphyrins,D011166,"Carcinoma, Squamous Cell",MESH:D002294
posaconazole,C101425,Aspergillosis,MESH:D001228
posaconazole,C101425,Brain Abscess,MESH:D001922
posaconazole,C101425,Central Nervous System Fungal Infections,MESH:D020314
posaconazole,C101425,Coccidioidomycosis,MESH:D003047
posaconazole,C101425,Fungemia,MESH:D016469
posaconazole,C101425,Mycetoma,MESH:D008271
posaconazole,C101425,Mycoses,MESH:D009181
posaconazole,C101425,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198
posatirelin,C055448,Amnesia,MESH:D000647
posatirelin,C055448,Consciousness Disorders,MESH:D003244
posatirelin,C055448,Respiratory Insufficiency,MESH:D012131
Potassium,D011188,Acute Kidney Injury,MESH:D058186
Potassium,D011188,"Arrhythmias, Cardiac",MESH:D001145
Potassium,D011188,Arthralgia,MESH:D018771
Potassium,D011188,Diabetes Mellitus,MESH:D003920
Potassium,D011188,Diabetic Ketoacidosis,MESH:D016883
Potassium,D011188,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Potassium,D011188,Heart Diseases,MESH:D006331
Potassium,D011188,Heart Failure,MESH:D006333
Potassium,D011188,Hypertension,MESH:D006973
Potassium,D011188,Hypokalemia,MESH:D007008
Potassium,D011188,Hypokalemic Periodic Paralysis,MESH:D020514
Potassium,D011188,Hypomagnesemia primary,MESH:C537153
Potassium,D011188,Kidney Diseases,MESH:D007674
Potassium,D011188,Muscle Cramp,MESH:D009120
Potassium,D011188,Muscle Weakness,MESH:D018908
Potassium,D011188,Muscular Diseases,MESH:D009135
Potassium,D011188,Nerve Degeneration,MESH:D009410
Potassium,D011188,Paralysis,MESH:D010243
Potassium,D011188,Rhabdomyolysis,MESH:D012206
Potassium,D011188,Tremor,MESH:D014202
Potassium,D011188,Water-Electrolyte Imbalance,MESH:D014883
potassium ascorbyl tocopheryl phosphate,C066638,Hemorrhage,MESH:D006470
potassium bromide,C039004,"Epilepsies, Partial",MESH:D004828
potassium bromide,C039004,"Epilepsy, Generalized",MESH:D004829
potassium bromide,C039004,Seizures,MESH:D012640
Potassium Chloride,D011189,"Arrhythmias, Cardiac",MESH:D001145
Potassium Chloride,D011189,Heart Failure,MESH:D006333
Potassium Chloride,D011189,Hypokalemia,MESH:D007008
Potassium Chloride,D011189,Seizures,MESH:D012640
Potassium Citrate,D019357,Nephrolithiasis,MESH:D053040
Potassium Citrate,D019357,Urinary Calculi,MESH:D014545
Potassium Dichromate,D011192,Bacterial Infections,MESH:D001424
"Potassium, Dietary",D017419,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
"Potassium, Dietary",D017419,Edema,MESH:D004487
"Potassium, Dietary",D017419,Heart Failure,MESH:D006333
"Potassium, Dietary",D017419,Hypokalemia,MESH:D007008
"Potassium, Dietary",D017419,Kidney Diseases,MESH:D007674
"Potassium, Dietary",D017419,Paralysis,MESH:D010243
"Potassium, Dietary",D017419,Tremor,MESH:D014202
Potassium Iodide,D011193,Graves Disease,MESH:D006111
Potassium Iodide,D011193,Thyrotoxicosis,MESH:D013971
potassium-magnesium citrate,C066902,Hypokalemia,MESH:D007008
potassium oxonate,C489337,Colonic Diseases,MESH:D003108
potassium oxonate,C489337,Weight Loss,MESH:D015431
potassium perchlorate,C009006,Hyperthyroidism,MESH:D006980
pozanicline,C108326,Attention Deficit Disorder with Hyperactivity,MESH:D001289
pozanicline,C108326,Cognition Disorders,MESH:D003072
pozanicline,C108326,Nerve Degeneration,MESH:D009410
PP242,C572919,Glioblastoma,MESH:D005909
PP242,C572919,"Neoplasms, Experimental",MESH:D009374
PP regimen,C418366,Melanoma,MESH:D008545
PQQ Cofactor,D045542,"Parkinson Disease, Secondary",MESH:D010302
Practolol,D011217,"Arrhythmias, Cardiac",MESH:D001145
Practolol,D011217,Bradycardia,MESH:D001919
Practolol,D011217,Hypertension,MESH:D006973
Practolol,D011217,Tachycardia,MESH:D013610
Practolol,D011217,"Tachycardia, Supraventricular",MESH:D013617
praeruptorin A,C441070,Hypertension,MESH:D006973
praeruptorin A,C441070,Respiratory Tract Diseases,MESH:D012140
praeruptorin C,C058808,Nerve Degeneration,MESH:D009410
Prajmaline,D011219,"Arrhythmias, Cardiac",MESH:D001145
Prajmaline,D011219,"Cardiac Complexes, Premature",MESH:D005117
Prajmaline,D011219,Cardiomyopathies,MESH:D009202
Prajmaline,D011219,Parasystole,MESH:D017574
pralidoxime,C028797,Brain Injuries,MESH:D001930
pralidoxime,C028797,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
pralidoxime,C028797,Neurotoxicity Syndromes,MESH:D020258
pralidoxime,C028797,Organophosphate Poisoning,MESH:D062025
pralidoxime,C028797,Paralysis,MESH:D010243
pralidoxime,C028797,Poisoning,MESH:D011041
pralidoxime,C028797,Seizures,MESH:D012640
pralidoxime,C028797,Status Epilepticus,MESH:D013226
Pralidoxime Compounds,D011220,Organophosphate Poisoning,MESH:D062025
Pralidoxime Compounds,D011220,Poisoning,MESH:D011041
Pralidoxime Compounds,D011220,Seizures,MESH:D012640
Pralidoxime Compounds,D011220,Status Epilepticus,MESH:D013226
pramanicin,C432807,Neoplasms,MESH:D009369
Pramipexole,D000077487,Depressive Disorder,MESH:D003866
Pramipexole,D000077487,Dyskinesias,MESH:D020820
Pramipexole,D000077487,"Gait Disorders, Neurologic",MESH:D020233
Pramipexole,D000077487,Hypokinesia,MESH:D018476
Pramipexole,D000077487,MPTP Poisoning,MESH:D020267
Pramipexole,D000077487,Muscle Rigidity,MESH:D009127
Pramipexole,D000077487,Parkinson Disease,MESH:D010300
Pramipexole,D000077487,"Parkinson Disease 6, Autosomal Recessive Early-Onset",MESH:C565276
Pramipexole,D000077487,Parkinsonian Disorders,MESH:D020734
Pramipexole,D000077487,Restless Legs Syndrome,MESH:D012148
Pramipexole,D000077487,Substance Withdrawal Syndrome,MESH:D013375
Pramipexole,D000077487,Westphal disease,MESH:C536694
pranlukast,C047681,Airway Obstruction,MESH:D000402
pranlukast,C047681,Asthma,MESH:D001249
pranlukast,C047681,"Asthma, Aspirin-Induced",MESH:D055963
pranlukast,C047681,Inflammation,MESH:D007249
pranlukast,C047681,Intestinal Diseases,MESH:D007410
pranlukast,C047681,Ischemia,MESH:D007511
pranlukast,C047681,Pneumonia,MESH:D011014
pranlukast,C047681,Rhinitis,MESH:D012220
pranolium,C002616,Heart Diseases,MESH:D006331
pranolium,C002616,Necrosis,MESH:D009336
pranolium,C002616,"Tachycardia, Ventricular",MESH:D017180
Prasugrel Hydrochloride,D000068799,Acute Coronary Syndrome,MESH:D054058
Prasugrel Hydrochloride,D000068799,Atherosclerosis,MESH:D050197
Prasugrel Hydrochloride,D000068799,Brain Edema,MESH:D001929
Prasugrel Hydrochloride,D000068799,"Hypoxia-Ischemia, Brain",MESH:D020925
Prasugrel Hydrochloride,D000068799,Myocardial Infarction,MESH:D009203
Prasugrel Hydrochloride,D000068799,Neurologic Manifestations,MESH:D009461
Pravastatin,D017035,Acute Kidney Injury,MESH:D058186
Pravastatin,D017035,Atherosclerosis,MESH:D050197
Pravastatin,D017035,Cardiomegaly,MESH:D006332
Pravastatin,D017035,Cardiovascular Diseases,MESH:D002318
Pravastatin,D017035,Cerebrovascular Disorders,MESH:D002561
Pravastatin,D017035,Coronary Artery Disease,MESH:D003324
Pravastatin,D017035,Coronary Disease,MESH:D003327
Pravastatin,D017035,Diabetes Mellitus,MESH:D003920
Pravastatin,D017035,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Pravastatin,D017035,Dyslipidemias,MESH:D050171
Pravastatin,D017035,Fibrosis,MESH:D005355
Pravastatin,D017035,Heart Diseases,MESH:D006331
Pravastatin,D017035,Hypercholesterolemia,MESH:D006937
Pravastatin,D017035,Hyperlipidemias,MESH:D006949
Pravastatin,D017035,Hyperlipoproteinemia Type II,MESH:D006938
Pravastatin,D017035,Hypertension,MESH:D006973
Pravastatin,D017035,Hypertriglyceridemia,MESH:D015228
Pravastatin,D017035,Hypoalphalipoproteinemias,MESH:D052456
Pravastatin,D017035,Muscle Cramp,MESH:D009120
Pravastatin,D017035,Myocardial Infarction,MESH:D009203
Pravastatin,D017035,Proteinuria,MESH:D011507
Pravastatin,D017035,Stroke,MESH:D020521
Prazepam,D011222,Borderline Personality Disorder,MESH:D001883
Praziquantel,D011223,Cestode Infections,MESH:D002590
Praziquantel,D011223,Diphyllobothriasis,MESH:D004169
Praziquantel,D011223,Dirofilariasis,MESH:D004184
Praziquantel,D011223,Dog Diseases,MESH:D004283
Praziquantel,D011223,Giardiasis,MESH:D005873
Praziquantel,D011223,Helminthiasis,MESH:D006373
Praziquantel,D011223,Hymenolepiasis,MESH:D006925
Praziquantel,D011223,"Intestinal Diseases, Parasitic",MESH:D007411
Praziquantel,D011223,Intracranial Hypertension,MESH:D019586
Praziquantel,D011223,Liver Cirrhosis,MESH:D008103
Praziquantel,D011223,"Liver Cirrhosis, Experimental",MESH:D008106
Praziquantel,D011223,Nematode Infections,MESH:D009349
Praziquantel,D011223,Neurocysticercosis,MESH:D020019
Praziquantel,D011223,Opisthorchiasis,MESH:D009889
Praziquantel,D011223,Schistosomiasis,MESH:D012552
Praziquantel,D011223,Schistosomiasis japonica,MESH:D012554
Praziquantel,D011223,Schistosomiasis mansoni,MESH:D012555
Praziquantel,D011223,Taeniasis,MESH:D013622
Praziquantel,D011223,Trematode Infections,MESH:D014201
Prazosin,D011224,Anorexia,MESH:D000855
Prazosin,D011224,Autonomic Nervous System Diseases,MESH:D001342
Prazosin,D011224,Bradycardia,MESH:D001919
Prazosin,D011224,Cardiomyopathies,MESH:D009202
Prazosin,D011224,Chemical and Drug Induced Liver Injury,MESH:D056486
Prazosin,D011224,Cocaine-Related Disorders,MESH:D019970
Prazosin,D011224,Drug Overdose,MESH:D062787
Prazosin,D011224,Hallucinations,MESH:D006212
Prazosin,D011224,Heart Failure,MESH:D006333
Prazosin,D011224,Hyperalgesia,MESH:D006930
Prazosin,D011224,Hyperkinesis,MESH:D006948
Prazosin,D011224,Hypertension,MESH:D006973
Prazosin,D011224,"Hypertension, Renal",MESH:D006977
Prazosin,D011224,"Hypertrophy, Left Ventricular",MESH:D017379
Prazosin,D011224,Hypotension,MESH:D007022
Prazosin,D011224,"Mercury Poisoning, Nervous System",MESH:D020262
Prazosin,D011224,Mitral Valve Insufficiency,MESH:D008944
Prazosin,D011224,Multiple System Atrophy,MESH:D019578
Prazosin,D011224,Muscle Rigidity,MESH:D009127
Prazosin,D011224,Myoclonus,MESH:D009207
Prazosin,D011224,Nerve Degeneration,MESH:D009410
Prazosin,D011224,Pain,MESH:D010146
Prazosin,D011224,Pheochromocytoma,MESH:D010673
Prazosin,D011224,Prostatic Hyperplasia,MESH:D011470
Prazosin,D011224,Prostatism,MESH:D053448
Prazosin,D011224,Psychomotor Agitation,MESH:D011595
Prazosin,D011224,Raynaud Disease,MESH:D011928
Prazosin,D011224,Renal Insufficiency,MESH:D051437
Prazosin,D011224,Seizures,MESH:D012640
Prazosin,D011224,"Stress Disorders, Post-Traumatic",MESH:D013313
Prazosin,D011224,Tachycardia,MESH:D013610
Prazosin,D011224,Tremor,MESH:D014202
Prazosin,D011224,Urethral Obstruction,MESH:D014524
Prazosin,D011224,Urination Disorders,MESH:D014555
Prazosin,D011224,Urologic Diseases,MESH:D014570
Prazosin,D011224,Ventricular Dysfunction,MESH:D018754
Prazosin,D011224,"Ventricular Dysfunction, Left",MESH:D018487
Prazosin,D011224,Ventricular Fibrillation,MESH:D014693
preclamol,C026539,Hyperkinesis,MESH:D006948
preclamol,C026539,Parkinsonian Disorders,MESH:D020734
preclamol,C026539,Stereotypic Movement Disorder,MESH:D019956
preclamol,C026539,Vomiting,MESH:D014839
prednicarbate,C035287,"Dermatitis, Allergic Contact",MESH:D017449
prednicarbate,C035287,"Dermatitis, Atopic",MESH:D003876
prednicarbate,C035287,Eczema,MESH:D004485
prednicarbate,C035287,Neurogenic Inflammation,MESH:D020078
Prednimustine,D011238,Hodgkin Disease,MESH:D006689
Prednisolone,D011239,Acne Vulgaris,MESH:D000152
Prednisolone,D011239,Acquired Hyperostosis Syndrome,MESH:D020083
Prednisolone,D011239,Acute Coronary Syndrome,MESH:D054058
Prednisolone,D011239,Acute Kidney Injury,MESH:D058186
Prednisolone,D011239,Acute Lung Injury,MESH:D055371
Prednisolone,D011239,Alopecia Areata,MESH:D000506
Prednisolone,D011239,"Anemia, Hemolytic",MESH:D000743
Prednisolone,D011239,"Anemia, Hemolytic, Autoimmune",MESH:D000744
Prednisolone,D011239,"Anemia, Megaloblastic",MESH:D000749
Prednisolone,D011239,"Anemia, Pernicious",MESH:D000752
Prednisolone,D011239,Angioedema,MESH:D000799
Prednisolone,D011239,Anorexia,MESH:D000855
Prednisolone,D011239,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,MESH:D056648
Prednisolone,D011239,Arthralgia,MESH:D018771
Prednisolone,D011239,"Arthritis, Gouty",MESH:D015210
Prednisolone,D011239,"Arthritis, Juvenile",MESH:D001171
Prednisolone,D011239,"Arthritis, Rheumatoid",MESH:D001172
Prednisolone,D011239,Asthma,MESH:D001249
Prednisolone,D011239,Autoimmune Diseases,MESH:D001327
Prednisolone,D011239,Behcet Syndrome,MESH:D001528
Prednisolone,D011239,Bone Marrow Neoplasms,MESH:D019046
Prednisolone,D011239,Breast Neoplasms,MESH:D001943
Prednisolone,D011239,Bronchial Hyperreactivity,MESH:D016535
Prednisolone,D011239,Burkitt Lymphoma,MESH:D002051
Prednisolone,D011239,Chemical and Drug Induced Liver Injury,MESH:D056486
Prednisolone,D011239,Child Behavior Disorders,MESH:D002653
Prednisolone,D011239,Cholestasis,MESH:D002779
Prednisolone,D011239,Churg-Strauss Syndrome,MESH:D015267
Prednisolone,D011239,"Colitis, Ulcerative",MESH:D003093
Prednisolone,D011239,Collagen Diseases,MESH:D003095
Prednisolone,D011239,Crohn Disease,MESH:D003424
Prednisolone,D011239,"Cystitis, Interstitial",MESH:D018856
Prednisolone,D011239,"Dermatitis, Atopic",MESH:D003876
Prednisolone,D011239,"Dermatitis, Contact",MESH:D003877
Prednisolone,D011239,Dermatomyositis,MESH:D003882
Prednisolone,D011239,Diarrhea,MESH:D003967
Prednisolone,D011239,"Disease Models, Animal",MESH:D004195
Prednisolone,D011239,Dizziness,MESH:D004244
Prednisolone,D011239,Edema,MESH:D004487
Prednisolone,D011239,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681
Prednisolone,D011239,Endophthalmitis,MESH:D009877
Prednisolone,D011239,Eosinophilia,MESH:D004802
Prednisolone,D011239,"Epilepsies, Myoclonic",MESH:D004831
Prednisolone,D011239,"Epilepsy, Generalized",MESH:D004829
Prednisolone,D011239,"Epileptic encephalopathy, Lennox-Gastaut type",MESH:C535500
Prednisolone,D011239,Erythema Multiforme,MESH:D004892
Prednisolone,D011239,Erythema Nodosum,MESH:D004893
Prednisolone,D011239,Exanthema,MESH:D005076
Prednisolone,D011239,Facial Nerve Injuries,MESH:D020220
Prednisolone,D011239,Fever,MESH:D005334
Prednisolone,D011239,Gastrointestinal Diseases,MESH:D005767
Prednisolone,D011239,Giant Cell Arteritis,MESH:D013700
Prednisolone,D011239,Glomerulonephritis,MESH:D005921
Prednisolone,D011239,"Glomerulonephritis, IGA",MESH:D005922
Prednisolone,D011239,"Glomerulonephritis, Membranoproliferative",MESH:D015432
Prednisolone,D011239,Graft vs Host Disease,MESH:D006086
Prednisolone,D011239,Granuloma,MESH:D006099
Prednisolone,D011239,Granulomatosis with Polyangiitis,MESH:D014890
Prednisolone,D011239,Graves Disease,MESH:D006111
Prednisolone,D011239,Hearing Loss,MESH:D034381
Prednisolone,D011239,"Hearing Loss, Sensorineural",MESH:D006319
Prednisolone,D011239,Heart Block,MESH:D006327
Prednisolone,D011239,Hemangioma,MESH:D006391
Prednisolone,D011239,Hemolytic-Uremic Syndrome,MESH:D006463
Prednisolone,D011239,Hemorrhage,MESH:D006470
Prednisolone,D011239,Hepatic Encephalopathy,MESH:D006501
Prednisolone,D011239,"Hepatitis, Alcoholic",MESH:D006519
Prednisolone,D011239,"Hepatitis, Autoimmune",MESH:D019693
Prednisolone,D011239,"Hepatitis B, Chronic",MESH:D019694
Prednisolone,D011239,"Hepatitis C, Chronic",MESH:D019698
Prednisolone,D011239,"Hepatitis, Chronic",MESH:D006521
Prednisolone,D011239,Hodgkin Disease,MESH:D006689
Prednisolone,D011239,Hyperalgesia,MESH:D006930
Prednisolone,D011239,Hypercalcemia,MESH:D006934
Prednisolone,D011239,Hypercholesterolemia,MESH:D006937
Prednisolone,D011239,Hyperthyroidism,MESH:D006980
Prednisolone,D011239,Inflammation,MESH:D007249
Prednisolone,D011239,Inflammatory Bowel Diseases,MESH:D015212
Prednisolone,D011239,Jaundice,MESH:D007565
Prednisolone,D011239,Kidney Diseases,MESH:D007674
Prednisolone,D011239,"Kidney Tubular Necrosis, Acute",MESH:D007683
Prednisolone,D011239,Leprosy,MESH:D007918
Prednisolone,D011239,"Leprosy, Borderline",MESH:D015439
Prednisolone,D011239,"Leprosy, Lepromatous",MESH:D015440
Prednisolone,D011239,"Leprosy, Multibacillary",MESH:D056006
Prednisolone,D011239,Lethargy,MESH:D053609
Prednisolone,D011239,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464
